image_path,x,y,z,thumb,fore,index,ring,little,thumb2,fore2,index2,ring2,little2,keycode,gs1,gs2,sign,label,giroX,giroY,giroZ
Image\K\6.png,-139,78,80,3,2,0,2,1,36,9,11,100,98,0,0,1,0,K,0,0,90
Image\K\60.png,-139,77,80,0,0,0,2,0,37,13,10,97,100,0,0,1,0,K,0,0,90
Image\K\61.png,-138,79,76,0,2,0,0,3,41,10,9,99,97,0,0,1,0,K,0,0,90
Image\K\62.png,-136,77,76,3,0,0,0,0,36,8,10,100,100,0,0,1,0,K,0,0,90
Image\K\63.png,-140,81,74,3,0,0,2,0,42,12,9,99,97,0,0,1,0,K,0,0,90
Image\K\64.png,-135,85,78,0,0,0,1,0,39,13,10,97,97,0,0,1,0,K,0,0,90
Image\K\65.png,-134,75,72,0,2,0,0,0,40,14,12,99,99,0,0,1,0,K,0,0,90
Image\K\66.png,-139,76,73,0,0,0,2,1,38,10,14,100,97,0,0,1,0,K,0,0,90
Image\K\67.png,-143,78,80,0,0,3,0,1,41,12,10,100,99,0,0,1,0,K,0,0,90
Image\K\68.png,-141,78,78,0,1,1,0,0,38,9,10,100,99,0,0,1,0,K,0,0,90
Image\K\69.png,-136,80,78,0,0,3,0,0,42,14,12,98,98,0,0,1,0,K,0,0,90
Image\K\7.png,-135,91,73,1,0,1,1,2,42,8,14,100,97,0,0,1,0,K,0,0,90
Image\K\70.png,-133,85,75,0,0,0,3,2,42,11,10,100,100,0,0,1,0,K,0,0,90
Image\K\71.png,-131,86,70,0,0,2,0,0,41,11,10,98,100,0,0,1,0,K,0,0,90
Image\K\72.png,-134,89,78,1,0,0,1,0,41,10,13,100,100,0,0,1,0,K,0,0,90
Image\K\73.png,-134,81,74,0,2,0,0,0,38,11,8,100,100,0,0,1,0,K,0,0,90
Image\K\74.png,-132,80,74,2,0,3,0,2,41,13,8,100,100,0,0,1,0,K,0,0,90
Image\K\75.png,-130,84,78,0,0,3,0,2,42,9,13,98,98,0,0,1,0,K,0,0,90
Image\K\76.png,-130,89,78,0,2,3,2,1,37,9,8,100,98,0,0,1,0,K,0,0,90
Image\K\77.png,-133,88,72,1,0,0,0,0,38,10,13,97,99,0,0,1,0,K,0,0,90
Image\K\78.png,-131,71,75,0,0,0,2,0,42,13,14,99,99,0,0,1,0,K,0,0,90
Image\K\79.png,-136,81,78,2,1,1,0,0,38,13,8,100,98,0,0,1,0,K,0,0,90
Image\K\8.png,-136,87,90,0,3,0,0,0,37,13,10,100,100,0,0,1,0,K,0,0,90
Image\K\80.png,-140,69,68,3,3,1,0,1,41,8,9,100,98,0,0,1,0,K,0,0,90
Image\K\81.png,-132,75,68,0,0,3,0,0,37,14,8,98,100,0,0,1,0,K,0,0,90
Image\K\82.png,-131,76,70,1,0,1,3,0,40,10,11,100,97,0,0,1,0,K,0,0,90
Image\K\83.png,-134,67,63,3,0,3,0,3,37,11,9,100,100,0,0,1,0,K,0,0,90
Image\K\84.png,-140,78,65,3,0,0,2,2,40,8,9,100,99,0,0,1,0,K,0,0,90
Image\K\85.png,-130,71,67,3,3,2,0,3,38,14,14,100,100,0,0,1,0,K,0,0,90
Image\K\86.png,-138,73,66,3,0,0,3,2,38,9,12,100,100,0,0,1,0,K,0,0,90
Image\K\87.png,-139,75,68,1,2,0,3,2,39,14,13,99,99,0,0,1,0,K,0,0,90
Image\K\88.png,-139,75,69,0,0,0,2,0,36,11,10,98,100,0,0,1,0,K,0,0,90
Image\K\89.png,-136,72,63,0,0,0,2,0,39,9,14,100,100,0,0,1,0,K,0,0,90
Image\K\9.png,-135,89,100,0,0,0,1,0,36,13,8,99,100,0,0,1,0,K,0,0,90
Image\K\90.png,-138,82,49,1,3,1,3,1,37,13,10,100,100,0,0,1,0,K,0,0,90
Image\K\91.png,-137,84,52,1,0,0,0,2,38,13,12,100,100,0,0,1,0,K,0,0,90
Image\K\92.png,-130,83,54,2,0,1,3,0,37,8,12,100,100,0,0,1,0,K,0,0,90
Image\K\93.png,-132,77,54,0,0,2,0,3,37,11,10,100,97,0,0,1,0,K,0,0,90
Image\K\94.png,-138,74,59,0,0,0,0,0,37,11,11,100,99,0,0,1,0,K,0,0,90
Image\K\95.png,-140,82,57,0,0,0,0,2,39,12,14,98,100,0,0,1,0,K,0,0,90
Image\K\96.png,-127,77,49,3,0,0,2,0,41,12,11,97,100,0,0,1,0,K,0,0,90
Image\K\97.png,-125,76,57,0,0,0,1,2,39,12,14,100,100,0,0,1,0,K,0,0,90
Image\K\98.png,-128,79,49,1,0,0,0,0,36,8,14,98,100,0,0,1,0,K,0,0,90
Image\K\99.png,-130,78,53,2,0,2,0,0,36,13,8,99,100,0,0,1,0,K,0,0,90
Image\L\0.png,-135,75,79,3,0,3,0,0,2,100,100,100,0,0,0,1,0,L,0,0,0
Image\L\1.png,-138,79,79,1,3,0,0,1,0,99,97,100,2,0,0,1,0,L,0,0,0
Image\L\10.png,-135,72,77,2,0,0,0,0,2,100,98,100,0,0,0,1,0,L,0,0,0
Image\L\100.png,-126,79,61,0,0,0,0,0,0,100,100,100,0,0,0,1,0,L,0,0,0
Image\L\11.png,-138,79,77,0,0,0,0,2,2,97,99,97,2,0,0,1,0,L,0,0,0
Image\L\12.png,-136,79,73,3,0,0,0,0,0,100,98,97,2,0,0,1,0,L,0,0,0
Image\L\13.png,-134,75,83,0,0,3,3,0,0,100,100,100,2,0,0,1,0,L,0,0,0
Image\L\14.png,-141,80,73,0,1,0,0,0,0,97,100,99,0,0,0,1,0,L,0,0,0
Image\L\15.png,-137,78,74,0,0,0,3,2,0,100,99,99,0,0,0,1,0,L,0,0,0
Image\L\16.png,-135,76,73,0,3,0,0,0,3,97,98,97,0,0,0,1,0,L,0,0,0
Image\L\17.png,-137,81,83,3,0,0,0,0,0,97,100,100,1,0,0,1,0,L,0,0,0
Image\L\18.png,-131,73,76,0,2,0,3,3,3,100,100,100,1,0,0,1,0,L,0,0,0
Image\L\19.png,-139,82,81,0,2,3,2,0,0,100,100,100,3,0,0,1,0,L,0,0,0
Image\L\2.png,-136,76,81,0,3,0,2,0,0,100,100,99,0,0,0,1,0,L,0,0,0
Image\L\20.png,-134,73,75,0,0,0,0,0,0,100,98,99,0,0,0,1,0,L,0,0,0
Image\L\21.png,-131,79,81,0,3,0,0,0,1,100,99,99,0,0,0,1,0,L,0,0,0
Image\L\22.png,-135,76,77,2,2,2,0,2,3,99,100,100,0,0,0,1,0,L,0,0,0
Image\L\23.png,-138,73,83,1,0,0,3,3,0,97,100,97,0,0,0,1,0,L,0,0,0
Image\L\24.png,-138,77,79,0,0,0,1,0,0,100,100,99,0,0,0,1,0,L,0,0,0
Image\L\25.png,-136,72,73,2,1,0,3,0,3,100,100,100,0,0,0,1,0,L,0,0,0
Image\L\26.png,-135,72,78,1,0,0,0,0,1,100,100,97,0,0,0,1,0,L,0,0,0
Image\L\27.png,-137,80,81,0,3,0,0,1,0,100,100,100,2,0,0,1,0,L,0,0,0
Image\L\28.png,-136,73,75,3,2,0,0,0,0,100,97,100,0,0,0,1,0,L,0,0,0
Image\L\29.png,-131,82,80,1,1,2,0,0,3,100,100,100,3,0,0,1,0,L,0,0,0
Image\L\3.png,-133,73,83,3,0,2,0,3,0,100,99,100,0,0,0,1,0,L,0,0,0
Image\L\30.png,-135,79,82,0,1,0,3,1,1,100,100,99,3,0,0,1,0,L,0,0,0
Image\L\31.png,-140,77,79,0,2,1,1,0,0,98,100,100,1,0,0,1,0,L,0,0,0
Image\L\32.png,-140,76,73,0,0,3,3,0,0,97,100,100,3,0,0,1,0,L,0,0,0
Image\L\33.png,-133,72,73,0,0,0,1,0,1,100,100,100,1,0,0,1,0,L,0,0,0
Image\L\34.png,-140,81,75,1,0,0,0,2,3,100,97,100,0,0,0,1,0,L,0,0,0
Image\L\35.png,-140,81,79,1,1,1,2,0,2,100,100,98,0,0,0,1,0,L,0,0,0
Image\L\36.png,-133,81,75,1,0,3,1,2,0,97,100,100,2,0,0,1,0,L,0,0,0
Image\L\37.png,-141,72,78,3,1,0,1,0,3,99,100,100,0,0,0,1,0,L,0,0,0
Image\L\38.png,-133,75,74,0,0,0,0,3,0,99,100,100,1,0,0,1,0,L,0,0,0
Image\L\39.png,-140,82,82,1,0,2,1,3,3,100,100,100,0,0,0,1,0,L,0,0,0
Image\L\4.png,-141,76,78,0,3,0,3,0,2,100,97,98,0,0,0,1,0,L,0,0,0
Image\L\40.png,-136,77,83,0,3,0,0,1,2,100,99,100,0,0,0,1,0,L,0,0,0
Image\L\41.png,-132,75,79,3,0,0,1,0,0,100,97,97,0,0,0,1,0,L,0,0,0
Image\L\42.png,-141,79,79,0,0,3,3,2,0,99,100,97,2,0,0,1,0,L,0,0,0
Image\L\43.png,-136,73,76,0,2,1,0,0,2,98,97,100,0,0,0,1,0,L,0,0,0
Image\L\44.png,-136,75,80,0,0,0,0,0,3,100,97,100,0,0,0,1,0,L,0,0,0
Image\L\45.png,-141,73,76,3,2,0,0,1,0,99,100,100,0,0,0,1,0,L,0,0,0
Image\L\46.png,-138,82,79,0,0,3,1,3,0,100,100,97,0,0,0,1,0,L,0,0,0
Image\L\47.png,-133,72,75,0,2,0,0,0,2,100,98,100,3,0,0,1,0,L,0,0,0
Image\L\48.png,-139,75,81,0,0,0,2,0,0,98,100,97,3,0,0,1,0,L,0,0,0
Image\L\49.png,-134,76,75,2,0,1,0,0,3,99,100,100,2,0,0,1,0,L,0,0,0
Image\L\5.png,-131,80,80,1,2,0,1,1,0,97,100,99,0,0,0,1,0,L,0,0,0
Image\L\50.png,-132,79,80,0,2,0,0,0,0,97,98,97,3,0,0,1,0,L,0,0,0
Image\L\51.png,-140,82,76,3,0,0,0,0,1,100,100,100,2,0,0,1,0,L,0,0,0
Image\L\52.png,-132,82,74,1,0,0,0,0,3,100,100,100,2,0,0,1,0,L,0,0,0
Image\L\53.png,-131,82,80,3,0,3,3,2,1,100,97,97,3,0,0,1,0,L,0,0,0
Image\L\54.png,-132,80,73,0,0,2,3,3,0,100,98,100,0,0,0,1,0,L,0,0,0
Image\L\55.png,-141,80,79,2,2,0,0,0,0,100,100,99,0,0,0,1,0,L,0,0,0
Image\L\56.png,-139,77,79,1,2,0,3,0,0,100,98,100,0,0,0,1,0,L,0,0,0
Image\L\57.png,-131,77,82,0,0,1,0,2,0,99,100,98,0,0,0,1,0,L,0,0,0
Image\L\58.png,-135,81,82,3,3,0,0,0,0,99,100,100,0,0,0,1,0,L,0,0,0
Image\L\59.png,-131,81,78,0,0,1,1,2,2,100,98,100,0,0,0,1,0,L,0,0,0
Image\L\6.png,-138,74,76,0,0,1,1,3,0,100,100,100,2,0,0,1,0,L,0,0,0
Image\L\60.png,-133,72,80,0,0,0,0,0,0,100,100,99,0,0,0,1,0,L,0,0,0
Image\L\61.png,-129,74,83,0,2,0,0,0,3,100,100,99,0,0,0,1,0,L,0,0,0
Image\L\62.png,-128,81,77,0,1,0,3,1,0,100,99,100,1,0,0,1,0,L,0,0,0
Image\L\63.png,-124,74,80,0,2,0,1,0,0,100,99,100,0,0,0,1,0,L,0,0,0
Image\L\64.png,-126,73,79,0,3,0,0,3,2,97,98,97,1,0,0,1,0,L,0,0,0
Image\L\65.png,-127,76,76,0,0,0,3,0,0,97,99,97,0,0,0,1,0,L,0,0,0
Image\L\66.png,-132,82,75,0,3,1,0,0,3,99,100,98,3,0,0,1,0,L,0,0,0
Image\L\67.png,-133,80,75,0,2,0,1,1,1,100,100,100,0,0,0,1,0,L,0,0,0
Image\L\68.png,-131,80,75,2,1,2,3,0,2,97,98,100,0,0,0,1,0,L,0,0,0
Image\L\69.png,-127,74,78,0,0,0,0,0,2,100,100,100,3,0,0,1,0,L,0,0,0
Image\L\7.png,-131,82,88,0,2,0,0,0,0,100,100,98,3,0,0,1,0,L,0,0,0
Image\L\70.png,-128,77,71,2,2,0,2,2,0,100,99,100,0,0,0,1,0,L,0,0,0
Image\L\71.png,-124,76,73,1,3,0,1,0,0,99,100,100,3,0,0,1,0,L,0,0,0
Image\L\72.png,-125,76,68,1,0,0,3,0,3,100,100,100,1,0,0,1,0,L,0,0,0
Image\L\73.png,-134,79,65,3,2,1,0,3,2,100,99,98,2,0,0,1,0,L,0,0,0
Image\L\74.png,-125,76,63,0,0,0,0,1,3,100,100,100,1,0,0,1,0,L,0,0,0
Image\L\75.png,-134,79,66,0,0,0,0,2,0,100,100,100,0,0,0,1,0,L,0,0,0
Image\L\76.png,-131,80,67,2,0,0,3,0,2,100,98,100,3,0,0,1,0,L,0,0,0
Image\L\77.png,-126,78,69,0,2,3,2,0,1,100,98,100,0,0,0,1,0,L,0,0,0
Image\L\78.png,-130,75,62,0,3,0,2,1,0,98,100,100,0,0,0,1,0,L,0,0,0
Image\L\79.png,-129,78,70,0,0,3,0,0,0,99,100,100,0,0,0,1,0,L,0,0,0
Image\L\8.png,-135,79,77,3,0,1,1,0,3,100,97,98,0,0,0,1,0,L,0,0,0
Image\L\80.png,-126,81,63,0,0,0,0,2,0,100,99,97,2,0,0,1,0,L,0,0,0
Image\L\81.png,-131,78,56,0,2,0,2,1,2,100,100,100,3,0,0,1,0,L,0,0,0
Image\L\82.png,-131,80,55,0,0,0,1,2,3,100,97,100,0,0,0,1,0,L,0,0,0
Image\L\83.png,-135,78,54,0,0,2,0,0,0,100,100,100,0,0,0,1,0,L,0,0,0
Image\L\84.png,-133,82,54,0,0,1,0,0,0,99,100,100,0,0,0,1,0,L,0,0,0
Image\L\85.png,-134,75,57,0,3,3,0,0,0,100,100,100,2,0,0,1,0,L,0,0,0
Image\L\86.png,-131,82,59,0,2,1,1,0,0,97,100,100,0,0,0,1,0,L,0,0,0
Image\L\87.png,-131,76,62,3,0,0,0,0,3,97,100,100,1,0,0,1,0,L,0,0,0
Image\L\88.png,-126,75,57,3,3,0,0,0,3,100,97,97,0,0,0,1,0,L,0,0,0
Image\L\89.png,-126,81,61,2,0,0,1,1,0,100,100,98,1,0,0,1,0,L,0,0,0
Image\L\9.png,-137,79,81,0,1,0,2,0,0,100,98,99,0,0,0,1,0,L,0,0,0
Image\L\90.png,-131,81,66,1,0,0,3,0,0,97,97,100,3,0,0,1,0,L,0,0,0
Image\L\91.png,-137,79,60,0,0,0,0,0,0,100,98,100,3,0,0,1,0,L,0,0,0
Image\L\92.png,-130,82,65,3,1,0,0,0,0,100,100,100,1,0,0,1,0,L,0,0,0
Image\L\93.png,-134,73,63,2,0,0,2,2,1,98,100,100,2,0,0,1,0,L,0,0,0
Image\L\94.png,-130,81,62,0,0,2,0,0,0,100,97,99,0,0,0,1,0,L,0,0,0
Image\L\95.png,-128,75,65,1,2,0,0,2,2,100,98,100,0,0,0,1,0,L,0,0,0
Image\L\96.png,-133,79,69,0,3,0,1,0,2,99,100,97,1,0,0,1,0,L,0,0,0
Image\L\97.png,-132,73,60,0,1,0,2,0,0,98,97,100,3,0,0,1,0,L,0,0,0
Image\L\98.png,-128,76,62,0,0,0,0,0,0,100,100,99,0,0,0,1,0,L,0,0,0
Image\L\99.png,-133,77,60,3,0,0,0,0,2,99,97,100,3,0,0,1,0,L,0,0,0
Image\M\0.png,-108,103,95,3,0,0,0,0,98,100,1,0,2,0,0,1,0,M,180,0,180
Image\M\1.png,-98,101,92,2,0,3,0,1,99,98,1,0,0,0,0,1,0,M,180,0,180
Image\M\10.png,-127,102,93,0,0,0,3,3,99,100,2,1,0,0,0,1,0,M,180,0,180
Image\M\100.png,-112,103,90,0,1,1,1,1,100,100,3,1,0,0,0,1,0,M,180,0,180
Image\M\11.png,-135,104,92,0,0,0,0,0,100,97,0,3,0,0,0,1,0,M,180,0,180
Image\M\12.png,-138,99,89,3,0,0,0,1,100,100,3,0,3,0,0,1,0,M,180,0,180
Image\M\13.png,-134,100,97,0,0,0,2,0,100,100,3,1,0,0,0,1,0,M,180,0,180
Image\M\14.png,-131,95,93,0,1,2,2,0,97,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\15.png,-140,102,94,0,0,0,0,0,100,99,0,2,0,0,0,1,0,M,180,0,180
Image\M\16.png,-138,95,94,2,3,0,0,0,98,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\17.png,-132,101,90,3,0,0,0,0,100,99,1,1,1,0,0,1,0,M,180,0,180
Image\M\18.png,-139,99,90,0,2,0,1,0,99,100,0,0,1,0,0,1,0,M,180,0,180
Image\M\19.png,-129,98,90,1,0,0,3,0,100,100,3,0,0,0,0,1,0,M,180,0,180
Image\M\2.png,-101,97,93,2,2,3,2,3,100,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\20.png,-120,104,88,2,0,0,0,0,100,100,0,0,3,0,0,1,0,M,180,0,180
Image\M\21.png,-126,98,90,1,3,2,0,1,100,100,0,1,1,0,0,1,0,M,180,0,180
Image\M\22.png,-124,98,92,0,0,0,0,3,100,99,0,0,1,0,0,1,0,M,180,0,180
Image\M\23.png,-114,95,91,0,0,3,0,1,100,100,0,0,3,0,0,1,0,M,180,0,180
Image\M\24.png,-115,96,98,0,3,0,0,1,97,100,1,2,0,0,0,1,0,M,180,0,180
Image\M\25.png,-116,103,91,0,3,0,0,0,100,97,1,0,3,0,0,1,0,M,180,0,180
Image\M\26.png,-115,96,94,2,2,2,3,0,100,98,0,1,1,0,0,1,0,M,180,0,180
Image\M\27.png,-118,102,91,0,0,0,3,0,100,100,0,2,3,0,0,1,0,M,180,0,180
Image\M\28.png,-116,101,91,3,0,0,0,2,99,97,0,0,2,0,0,1,0,M,180,0,180
Image\M\29.png,-126,95,85,0,0,0,0,0,97,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\3.png,-104,104,86,0,2,3,2,1,100,98,2,0,0,0,0,1,0,M,180,0,180
Image\M\30.png,-121,102,82,1,2,1,0,3,100,97,3,0,3,0,0,1,0,M,180,0,180
Image\M\31.png,-127,104,82,3,1,0,0,0,100,98,0,0,2,0,0,1,0,M,180,0,180
Image\M\32.png,-122,100,85,0,2,0,0,0,100,100,0,0,3,0,0,1,0,M,180,0,180
Image\M\33.png,-118,95,84,1,0,1,0,1,98,97,2,0,0,0,0,1,0,M,180,0,180
Image\M\34.png,-124,97,84,2,1,2,0,2,99,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\35.png,-125,98,79,1,0,0,0,0,100,100,1,0,1,0,0,1,0,M,180,0,180
Image\M\36.png,-120,100,89,0,2,0,0,0,100,100,2,0,1,0,0,1,0,M,180,0,180
Image\M\37.png,-124,100,83,1,2,3,0,2,100,100,0,3,1,0,0,1,0,M,180,0,180
Image\M\38.png,-115,98,68,0,3,1,2,1,100,99,2,1,2,0,0,1,0,M,180,0,180
Image\M\39.png,-109,100,71,0,0,0,1,3,100,100,2,0,2,0,0,1,0,M,180,0,180
Image\M\4.png,-98,97,72,0,0,0,3,0,100,97,2,3,0,0,0,1,0,M,180,0,180
Image\M\40.png,-105,103,62,0,3,3,0,0,98,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\41.png,-114,98,70,0,0,3,1,0,99,98,3,0,0,0,0,1,0,M,180,0,180
Image\M\42.png,-108,104,71,0,0,0,3,0,100,98,0,2,0,0,0,1,0,M,180,0,180
Image\M\43.png,-106,99,64,1,0,0,0,0,100,100,2,2,0,0,0,1,0,M,180,0,180
Image\M\44.png,-108,102,64,0,1,1,0,2,99,100,2,0,3,0,0,1,0,M,180,0,180
Image\M\45.png,-107,96,70,2,0,0,1,0,100,98,2,3,0,0,0,1,0,M,180,0,180
Image\M\46.png,-115,97,69,0,0,0,0,3,98,100,3,1,3,0,0,1,0,M,180,0,180
Image\M\47.png,-115,103,68,2,0,0,1,0,97,97,0,0,0,0,0,1,0,M,180,0,180
Image\M\48.png,-107,98,63,0,2,1,2,2,100,100,1,3,0,0,0,1,0,M,180,0,180
Image\M\49.png,-110,100,65,0,0,1,0,0,97,98,2,1,0,0,0,1,0,M,180,0,180
Image\M\5.png,-106,101,67,0,1,0,0,0,100,100,3,0,1,0,0,1,0,M,180,0,180
Image\M\50.png,-106,100,64,2,3,0,0,0,100,100,0,1,1,0,0,1,0,M,180,0,180
Image\M\51.png,-107,103,65,1,0,0,2,0,100,100,2,2,0,0,0,1,0,M,180,0,180
Image\M\52.png,-109,97,67,0,0,0,3,0,100,97,0,0,0,0,0,1,0,M,180,0,180
Image\M\53.png,-113,105,67,0,0,0,0,0,100,100,3,3,0,0,0,1,0,M,180,0,180
Image\M\54.png,-105,95,71,3,3,0,1,0,100,97,0,0,0,0,0,1,0,M,180,0,180
Image\M\55.png,-109,97,62,0,2,0,0,0,100,100,0,2,0,0,0,1,0,M,180,0,180
Image\M\56.png,-106,101,65,0,1,0,0,0,98,98,0,0,0,0,0,1,0,M,180,0,180
Image\M\57.png,-109,99,65,1,0,0,0,0,100,100,3,0,0,0,0,1,0,M,180,0,180
Image\M\58.png,-115,101,69,1,0,3,0,2,100,100,1,0,0,0,0,1,0,M,180,0,180
Image\M\59.png,-108,105,69,0,0,0,1,0,97,100,0,1,0,0,0,1,0,M,180,0,180
Image\M\6.png,-107,99,70,3,2,2,0,3,100,100,0,3,0,0,0,1,0,M,180,0,180
Image\M\60.png,-105,98,68,0,1,3,0,2,99,99,1,0,0,0,0,1,0,M,180,0,180
Image\M\61.png,-107,96,63,0,0,1,0,2,100,97,2,0,2,0,0,1,0,M,180,0,180
Image\M\62.png,-111,96,63,0,0,1,3,0,99,97,0,0,0,0,0,1,0,M,180,0,180
Image\M\63.png,-113,102,69,0,3,0,1,3,97,99,0,0,0,0,0,1,0,M,180,0,180
Image\M\64.png,-112,104,68,0,0,3,0,0,99,100,2,0,3,0,0,1,0,M,180,0,180
Image\M\65.png,-105,105,71,0,0,2,0,1,98,100,0,1,2,0,0,1,0,M,180,0,180
Image\M\66.png,-106,100,66,2,0,2,0,0,97,100,0,0,2,0,0,1,0,M,180,0,180
Image\M\67.png,-108,103,71,0,0,2,0,0,100,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\68.png,-114,99,62,1,0,3,0,1,100,98,2,0,0,0,0,1,0,M,180,0,180
Image\M\69.png,-116,103,87,2,2,0,0,2,100,100,0,0,3,0,0,1,0,M,180,0,180
Image\M\7.png,-111,102,87,3,1,0,0,1,100,100,3,1,3,0,0,1,0,M,180,0,180
Image\M\70.png,-119,104,89,3,2,1,1,0,98,100,2,0,0,0,0,1,0,M,180,0,180
Image\M\71.png,-118,100,85,2,1,0,0,0,99,100,0,3,3,0,0,1,0,M,180,0,180
Image\M\72.png,-117,98,87,0,3,2,0,0,100,97,0,0,0,0,0,1,0,M,180,0,180
Image\M\73.png,-118,102,93,0,2,0,2,1,99,100,0,3,0,0,0,1,0,M,180,0,180
Image\M\74.png,-116,104,85,0,0,1,1,0,100,99,0,0,3,0,0,1,0,M,180,0,180
Image\M\75.png,-122,97,93,0,1,2,1,0,100,100,0,3,0,0,0,1,0,M,180,0,180
Image\M\76.png,-113,100,86,0,3,3,2,3,98,100,0,0,3,0,0,1,0,M,180,0,180
Image\M\77.png,-114,97,88,3,3,0,2,0,98,100,1,0,1,0,0,1,0,M,180,0,180
Image\M\78.png,-123,103,90,0,0,0,3,0,100,100,2,1,0,0,0,1,0,M,180,0,180
Image\M\79.png,-117,101,85,0,3,0,0,3,100,99,2,0,3,0,0,1,0,M,180,0,180
Image\M\8.png,-117,96,88,0,0,2,0,0,100,100,1,2,3,0,0,1,0,M,180,0,180
Image\M\80.png,-113,97,90,3,0,1,0,0,98,98,0,2,0,0,0,1,0,M,180,0,180
Image\M\81.png,-122,104,89,0,0,0,1,0,98,99,0,1,3,0,0,1,0,M,180,0,180
Image\M\82.png,-114,102,84,3,0,0,1,1,100,99,2,0,1,0,0,1,0,M,180,0,180
Image\M\83.png,-123,96,87,0,2,0,2,3,98,99,0,2,3,0,0,1,0,M,180,0,180
Image\M\84.png,-120,104,84,3,0,0,0,0,99,100,1,3,1,0,0,1,0,M,180,0,180
Image\M\85.png,-115,96,85,0,0,0,0,0,99,100,3,0,0,0,0,1,0,M,180,0,180
Image\M\86.png,-118,99,86,0,2,0,1,2,97,100,0,0,0,0,0,1,0,M,180,0,180
Image\M\87.png,-115,100,85,0,3,0,3,0,100,97,0,0,0,0,0,1,0,M,180,0,180
Image\M\88.png,-116,97,88,0,0,1,0,1,100,100,2,0,1,0,0,1,0,M,180,0,180
Image\M\89.png,-118,101,86,2,3,2,2,0,99,100,0,3,0,0,0,1,0,M,180,0,180
Image\M\9.png,-121,100,90,2,0,0,1,0,100,100,0,2,0,0,0,1,0,M,180,0,180
Image\M\90.png,-114,97,87,0,0,0,3,0,100,100,1,3,0,0,0,1,0,M,180,0,180
Image\M\91.png,-113,103,90,0,0,2,1,3,99,97,0,2,0,0,0,1,0,M,180,0,180
Image\M\92.png,-122,97,93,0,1,0,1,0,100,97,3,3,0,0,0,1,0,M,180,0,180
Image\M\93.png,-118,104,94,0,1,0,3,3,100,99,0,0,0,0,0,1,0,M,180,0,180
Image\M\94.png,-118,100,84,3,0,1,3,0,98,100,2,0,2,0,0,1,0,M,180,0,180
Image\M\95.png,-122,95,85,3,2,0,1,0,100,100,2,1,2,0,0,1,0,M,180,0,180
Image\M\96.png,-121,104,87,2,0,0,2,1,98,100,2,3,3,0,0,1,0,M,180,0,180
Image\M\97.png,-113,98,86,3,3,0,3,0,99,100,3,0,0,0,0,1,0,M,180,0,180
Image\M\98.png,-113,96,86,2,0,3,0,0,100,100,3,2,3,0,0,1,0,M,180,0,180
Image\M\99.png,-116,96,90,3,1,1,1,1,99,97,0,0,0,0,0,1,0,M,180,0,180
Image\N\0.png,-115,101,84,0,3,2,3,3,100,100,100,0,1,0,0,1,0,N,180,0,180
Image\N\1.png,-126,105,87,0,3,3,0,0,99,100,97,0,0,0,0,1,0,N,180,0,180
Image\N\10.png,-116,103,91,2,0,1,1,0,100,100,97,0,0,0,0,1,0,N,180,0,180
Image\N\100.png,-122,96,88,0,0,0,1,2,100,100,98,1,2,0,0,1,0,N,180,0,180
Image\N\11.png,-132,101,88,1,2,2,3,0,100,100,100,0,1,0,0,1,0,N,180,0,180
Image\N\12.png,-128,104,89,1,1,0,3,1,100,100,100,0,2,0,0,1,0,N,180,0,180
Image\N\13.png,-125,105,93,0,0,0,0,0,97,100,98,0,3,0,0,1,0,N,180,0,180
Image\N\14.png,-131,105,91,1,0,1,0,2,100,97,100,1,0,0,0,1,0,N,180,0,180
Image\N\15.png,-130,104,86,0,0,0,1,1,99,97,99,0,0,0,0,1,0,N,180,0,180
Image\N\16.png,-129,104,92,0,2,0,1,0,100,100,99,0,0,0,0,1,0,N,180,0,180
Image\N\17.png,-131,100,86,0,0,2,3,1,98,99,98,2,0,0,0,1,0,N,180,0,180
Image\N\18.png,-123,104,89,0,0,0,3,0,99,100,99,2,2,0,0,1,0,N,180,0,180
Image\N\19.png,-117,100,91,3,0,0,0,2,100,100,100,0,3,0,0,1,0,N,180,0,180
Image\N\2.png,-126,101,84,1,0,0,3,2,97,99,100,0,3,0,0,1,0,N,180,0,180
Image\N\20.png,-120,99,84,0,0,1,1,2,100,100,99,1,1,0,0,1,0,N,180,0,180
Image\N\21.png,-119,97,88,1,0,0,2,0,100,100,100,2,0,0,0,1,0,N,180,0,180
Image\N\22.png,-117,100,86,0,0,2,3,0,100,100,100,0,2,0,0,1,0,N,180,0,180
Image\N\23.png,-127,95,93,2,2,0,0,1,97,100,100,1,3,0,0,1,0,N,180,0,180
Image\N\24.png,-123,97,94,3,2,1,3,3,100,100,97,2,0,0,0,1,0,N,180,0,180
Image\N\25.png,-124,104,89,3,0,3,2,0,97,98,98,0,0,0,0,1,0,N,180,0,180
Image\N\26.png,-117,96,91,0,0,0,0,0,100,99,100,0,2,0,0,1,0,N,180,0,180
